id,sales
0,12.43693030658207
1,15.12427738713338
2,15.74912706346861
3,16.827983708729466
4,17.94996671559401
5,20.464423045159805
6,21.070405365618463
7,12.57417488928374
8,15.263645526835102
9,15.872376671115035
10,16.645286220407804
11,18.088076220213374
12,20.2554478527177
13,21.00486323113189
14,12.57754764481493
15,15.267628748287173
16,15.8791032765583
17,16.639884442923524
18,18.093815771308737
19,20.248969185970658
20,21.003562119768816
21,12.578718339904343
22,15.268774794137347
23,15.88035263875192
24,16.640707668388902
25,18.095035248682514
26,20.249754250668538
27,21.004530104902265
28,12.579774501254787
29,15.269830118944967
30,15.88141160210987
31,16.641751481142947
32,18.096093122328284
33,20.250796723758576
34,21.00557906517964
35,12.580826589021617
36,15.27088217678044
37,15.882463789462378
38,16.64280313107078
39,18.09714527100445
40,20.25184832600123
41,21.006630897607494
42,12.581878532427323
43,15.271934119121187
44,15.883515736395333
45,16.643855058936335
46,18.09819721656662
47,20.25290025217517
48,21.007682831948586
49,12.582930470706062
50,15.272986057362186
51,15.884567674799264
52,16.644906996663725
53,18.09924915492191
54,20.253952189842536
55,21.008734769905736
56,12.583982408802926
57,15.274037995457709
58,15.885619612900573
59,16.645958934741028
60,18.100301093021493
61,20.25500412791771
62,21.009786707991193
63,12.585034346893337
64,15.275089933548076
65,15.886671550991142
66,16.647010872830748
67,18.101353031112
68,20.256056066007353
69,21.0108386460812
70,12.586086284983525
71,15.276141871638258
72,15.887723489081333
73,16.648062810920905
74,18.102404969202187
75,20.257108004097507
76,21.01189058417137
77,12.587138223073698
78,15.277193809728432
79,15.888775427171508
80,16.64911474901108
81,18.10345690729236
82,20.25815994218768
83,21.012942522261543
84,12.588190161163872
85,15.278245747818607
86,15.889827365261683
87,16.650166687101255
88,18.104508845382536
89,20.259211880277856
90,16.671251318922366
91,19.000232176611558
92,18.97724217725753
93,21.453320465251558
94,24.528203069133063
95,25.196846698925338
96,26.706349971044222
97,16.49486283067587
98,19.790871022507375
99,18.979571130691216
100,21.501642230657467
101,23.69277373777331
102,25.582419905034513
103,26.965102777330348
104,16.34136521719213
105,19.31734423257477
106,18.967810406776422
107,21.538171509051665
108,24.192634012852718
109,25.640793253634037
110,26.61392244124799
111,16.303277473357
112,19.37020346283952
113,18.953632058086836
114,21.5298497176778
115,24.10744533766732
116,25.649532584509604
117,26.620339083980475
118,16.272684771941975
119,19.31743863184694
120,18.936850787302927
121,21.517369204737165
122,24.130362975353336
123,25.63618602660586
124,26.576289575029588
125,16.25269498804294
126,19.30559236871845
127,18.919406914051407
128,21.500472637353077
129,24.106863016904335
130,25.619966378757464
131,26.560430075019546
132,16.23363210206876
133,19.28497438294189
134,18.901610367990415
135,21.483031163007997
136,24.092130668746673
137,25.602274639362857
138,26.540426647004356
139,16.215494558679318
140,19.2675435270172
141,18.883717388340877
142,21.465182245144444
143,24.07372010268505
144,25.584432340200344
145,26.52265164272735
146,16.197448945007693
147,19.249387366717393
148,18.865783371153615
149,21.44727600469934
150,24.05602158525937
151,25.566493608021407
152,26.50453821296576
153,16.17948135129457
154,19.231479794301833
155,18.847837906902242
156,21.429333710187493
157,24.038031912634455
158,25.548548578906647
159,26.486601307024788
160,16.161521970266065
161,19.213512439694252
162,18.829888086070312
163,21.411385967151602
164,24.020100128845566
165,25.530597383731987
166,26.468636868244214
167,16.14356900398979
168,19.195564492588904
169,18.81193704380994
170,21.393435126721798
171,24.002145319656204
172,25.512646102432974
173,26.450686433708864
174,16.125616725439983
175,19.177611629914825
176,18.793985566754603
177,21.375483798581122
178,23.984195220344652
179,25.49469444043315
180,15.71032339344449
181,18.261933592505315
182,18.861412472628565
183,20.4605131565613
184,21.401024651842015
185,24.368715632572524
186,24.573774553889137
187,14.867204879302847
188,18.3009765787315
189,18.335487871307723
190,19.747091141981922
191,21.35518090488792
192,24.463468184710663
193,24.150344080442974
194,15.087544954299773
195,18.523887749701863
196,18.518336786214814
197,19.979978277964886
198,21.39747181167018
199,24.028935472465967
200,24.52625754920607
201,15.06650609437634
202,18.566582198555327
203,18.50344863224857
204,19.956233411614065
205,21.41415606540085
206,24.042712935109357
207,24.52423259196178
208,15.10408907709747
209,18.60724370368628
210,18.534925327821206
211,19.99123164171088
212,21.43722568060094
213,24.033436495610214
214,24.569193966716245
215,15.124779618637437
216,18.63274773896086
217,18.5549183750886
218,20.01071056192138
219,21.45912527165495
220,24.054382666218398
221,24.590359038387696
222,15.148467805103682
223,18.656894901620685
224,18.57792677887172
225,20.03391645281245
226,21.48157371475829
227,24.07464316385164
228,24.614283376478323
229,15.170934357950651
230,18.67973839629942
231,18.600264578949293
232,20.056208963358227
